product,piece,kg,l,ml,price_gel,kcal,fats,carbs,protein,kcal_per_package,fats_per_package,carbs_per_package,protein_per_package
"თევზი გაყინული ""პრემ ფიში"" ორაგულის სტეიკი",0,0.7,0,0,16.8,153,4.7,0,25.8,1071,32.9,0,180.6
"თევზი გაყინული ""პრემ ფიში"" ხეკის სტეიკი",0,0.85,0,0,12.65,196,1.6,0.3,13,1666,13.6,2.55,110.5
"თევზი გაყინული ""პრემ ფიში"" სიომგის სტეიკი",0,0.5,0,0,37.95,153,4.7,0,25.8,765,23.5,0,129
"თევზი გაყინული ""პრემიო"" სკუმბრია",0,1,0,0,18.45,311,25.9,0,16.8,3110,259,0,168
"თევზი გაყინული ""პრემ ფიში"" სამეფო - Gemfish სტეიკი",0,0.7,0,0,12.8,200,12,0.3,23,1400,84,2.1,161
თევზი გაყინული „პრემ ფიში“ ხეკი,0,1,0,0,13.45,196,1.6,0.3,13,1960,16,3,130
თევზი გაყინული „პრემ ფიში“ პანგასიუსის სტეიკი,0,1,0,0,12.95,92,3.5,0,15,920,35,0,150
თევზი გაყინული „პრემ ფიში“ მოივა,0,1,0,0,9.75,218,18,0,14,2180,180,0,140
"თევზი ცივად შებოლილი ""უმალი"" სკუმბრია 350გრ",0,0.35,0,0,16.55,248,17,0,21,868,59.5,0,73.5
"თევზი ცივად შებოლილი ""უმალი"" ქაშაყი 300გრ",0,0.3,0,0,10.95,215,12,0,20,645,36,0,60
"თევზი ცივად შებოლილი ""უმალი"" ზეთოვანი ფილე 100გრ",0,0.1,0,0,9.95,162,10,0,18,162,10,0,18
"თევზი შებოლილი ""უმალი"" ორაგულის ჩხირი 40გრ",0,0.04,0,0,3.5,170.5,10.5,0,19,68.2,4.2,0,7.6
"თევზი ""უმალი"" ქაშაყის ფილეს სალათი ხახვით და მწვანილით 310გრ",0,0.31,0,0,9.3,187,12.6,0.1,18.3,579.7,39.06,0.31,56.73
"თევზი ""უმალი"" ქაშაყის ფილე ზეთში 330გრ",0,0.33,0,0,9.45,235.7,17.3,0,20,777.81,57.09,0,66
"თევზი ""უმალი"" ქაშაყის ფილე ზეთში ლიმონით და კამით 200გრ",0,0.2,0,0,8.75,233.9,17.1,0,20,467.8,34.2,0,40
"თევზი ""სანტა ბრემორი"" ქაშაყის ფილე ტრადიციული 240 გრ",0,0.24,0,0,6.2,283,26.5,0,11.2,679.2,63.6,0,26.88
"თევზი ""სანტა ბრემორი"" ქაშაყის ფილე 240 გრ",0,0.24,0,0,6.2,283,26.5,0,11.2,679.2,63.6,0,26.88
"თევზი ""სანტა ბრემორი"" ქაშაყის ფილე ორიგინალური 250გრ",0,0.25,0,0,7.2,290,27.4,0,10.9,725,68.5,0,27.25
"თევზი ""უმალი"" ქაშაყის ფილე ნორვეგიულად 200გრ",0,0.2,0,0,8.75,235.7,17.3,0,20,471.4,34.6,0,40
"ხიზილალა იმიტირებული ""სტოლნაია"" ორაგულის 230გრ",0,0.23,0,0,7.5,46,4.2,1.9,0.1,105.8,9.66,4.37,0.23
"კიბორჩხალის ჩხირი ""სანტა ბრემორი"" 200გრ",0,0.2,0,0,5.95,86,0.8,14.1,5.7,172,1.6,28.2,11.4
"ხიზილალა ""რუსკოე მორე"" ორაგულით 165გრ",0,0.165,0,0,7.95,340,33,6,4.5,561,54.45,9.9,7.425
"ყავა ხსნადი ""მაკ კოფე"" ორიგინალი (3/1)",0,0.002,0,0,0.45,400,15,65,3,8,0.3,1.3,0.06
"ყავა ხსნადი ""იაკობსი"" მონარქი",0,0.002,0,0,0.55,101,0.1,10.3,14.6,2.02,0.002,0.206,0.292
"ყავა ხსნადი ""კარტ ნუარი""",0,0.002,0,0,0.6,100,0.1,10,14.5,2,0.002,0.2,0.29
"ყავა ხსნადი ""იაკობსი"" დინამიქსი",0,0.013,0,0,0.6,110,0.3,12,15,14.3,0.039,1.56,1.95
"ყავა ხსნადი ""მაკ კოფე"" სტრონგი (3/1)",0,0.002,0,0,0.45,410,16,68,2.5,8.2,0.32,1.36,0.05
"ყავა ხსნადი ""იაკობსი"" კაპუჩინო სტიკი",0,0.0125,0,0,0.6,420,18,70,4,52.5,2.25,8.75,0.5
"ყავა ხსნადი ""იაკობსი"" ლატე (3/1)",0,0.0148,0,0,0.6,390,14,65,3.5,57.72,2.072,9.62,0.518
"ყავა ხსნადი ""იაკობსი"" კარამელი ლატე",0,0.0123,0,0,0.6,430,20,72,3,52.89,2.46,8.856,0.369
"ყავა ხსნადი ""იაკობსი"" ინტენს (3/1)",0,0.012,0,0,0.6,105,0.2,11.5,14.2,12.6,0.024,1.38,1.704
"ყავა ხსნადი ""იაკობსი"" მონარქ პლიუსი (3/1)",0,0.015,0,0,0.75,105,0.2,11.5,14.2,15.75,0.03,1.725,2.13
"ყავა ხსნადი ""იაკობსი"" დუბაის შოკოლადი (3/1)",0,0.018,0,0,1.3,420,18,70,4,75.6,3.24,12.6,0.72
"ყავა ხსნადი ""იაკობსი"" მილკა კაპუჩინო (3/1)",0,0.018,0,0,1.3,415,12,72,4.9,74.7,2.16,12.96,0.882
"ყავა ხსნადი ""იაკობსი"" კაპუჩინო (3/1)",0,0.0187,0,0,1.3,420,18,70,4,78.54,3.366,13.09,0.748
"ყავა ხსნადი ""იაკობსი"" მოკა (3/1)",0,0.0219,0,0,1.3,440,20,74,3.5,96.36,4.38,16.206,0.7665
"ყავა ხსნადი ""იაკობსი"" კარამელი ლატე (3+1)",0,0.0125,0,0,1.85,430,19,73,4,53.75,2.375,9.125,0.5
"ყავა ხსნადი ""იაკობსი"" ინტენსი (3+1)",0,0.0125,0,0,1.85,105,0.2,11.5,14.2,13.125,0.025,1.4375,1.775
"ყავა ხსნადი ""მაკ კოფე"" ორიგინალი 10ც",0,0.02,0,0,4.25,98,0.1,9.5,14,19.6,0.02,1.9,2.8
"ყავა ხსნადი ""კარტ ნუარი"" თეთრი",0,0.0174,0,0,0.65,110,0.3,12.5,13.5,19.14,0.0522,2.175,2.349
"ყავა ხსნადი ""იაკობს მონარქ"" ყინულოვანი კარამელი ლატე (3/1)",0,0.0213,0,0,1.3,450,22,76,2.5,95.85,4.686,16.188,0.5325
"ყავა ხსნადი ""მაკ კოფე"" DI TORINO შავი შოკოლადით",0,0.025,0,0,0.9,460,23,78,2,115,5.75,19.5,0.5
"ციკორი ხსნადი ""რუსკი პროდქტი"" ნატურალური",0,0.085,0,0,4.9,2,0,0.5,0.1,1.7,0,0.425,0.085
"ჩაი შავი ""აზერჩაი""",0,0.05,0,0,4.1,2,0,0.4,0.1,1,0,0.2,0.05
"ჩაი შავი ""მარიამი"" სუპერი",0,0.05,0,0,4.35,1,0,0.2,0,0.5,0,0.1,0
"ჩაი შავი ""გრინფილდი"" კენიანი",0,0.05,0,0,4.9,1,0,0.2,0,0.5,0,0.1,0
"ჩაი შავი ""გრინფილდი"" ოქროს ცეილონი",0,0.05,0,0,4.9,1,0,0.3,0,0.5,0,0.15,0
"ჩაი შავი ""გიტა"" ინდოეთი",0,0.05,0,0,1.7,1,0,0.2,0,0.5,0,0.1,0
"ჩაი შავი ""პრინცესა ნური""",0,0.05,0,0,2.6,2,0,0.4,0.1,1,0,0.2,0.05
"ჩაი შავი ""გრინფილდ"" კლასიკ ბრექვასთ",0,0.05,0,0,4.9,1,0,0.3,0,0.5,0,0.15,0
"ჩაი შავი ""გრინფილდი"" ელგრეი ფანტაზია",0,0.05,0,0,4.9,2,0,0.4,0.1,1,0,0.2,0.05
"ჩაი შავი ""მარიამი"" ბროკენ",0,0.05,0,0,4.2,1,0,0.2,0,0.5,0,0.1,0
"ჩაი შავი ""გრინფილდი"" როიალ ელგრეი",0,0.04,0,0,7.25,2,0,0.4,0.1,0.8,0,0.16,0.04
"ჩაი მწვანე ""გრინფილდ"" ჟასმინის არომატით",0,0.05,0,0,4.9,1,0,0.2,0,0.5,0,0.1,0
"ჩაი მწვანე ""გრინფილდ"" მფრინავი დრაკონი",0,0.05,0,0,4.9,1,0,0.2,0,0.5,0,0.1,0
"ჩაი ხილის ""გრინფილდ"" სამერ ბუკეტი",0,0.05,0,0,4.9,2,0,0.5,0.1,1,0,0.25,0.05
"ჩაი ხილის ""ტეს""",0,0.036,0,0,5.25,2,0,0.4,0.1,0.72,0,0.144,0.036
"ჩაი გასახდომი ""ჰეილისი"" ჟოლო და კენკრა",0,0.05,0,0,9.8,1,0,0.3,0,0.5,0,0.15,0
"ჩაი ხილის ""პრინცესა ნური"" შავი კენკრით",0,0.0375,0,0,2.85,3,0.1,0.7,0.1,1.125,0.0375,0.2625,0.0375
"ჩაი ხილის ""პრინცესა ნური"" მალინა",0,0.0375,0,0,2.85,3,0.1,0.7,0.1,1.125,0.0375,0.2625,0.0375
"ჩაი შავი ""მარიამი"" ბროკენ",0,0.1,0,0,4.75,1,0,0.2,0,1,0,0.2,0
"ჩაი შავი ""აზერჩაი"" ბერგამოტის არომატით",0,0.1,0,0,4.85,2,0,0.4,0.1,2,0,0.4,0.1
"ჩაი შავი ""მარიამი"" სუპერი",0,0.1,0,0,6.55,1,0,0.2,0,1,0,0.2,0
"ჩაი შავი ""გრინფილდ"" ოქროს ცეილონი",0,0.1,0,0,5.95,1,0,0.3,0,1,0,0.3,0
"ჩაი მწვანე ""გრინფილდ"" მფრინავი დრაკონი",0,0.1,0,0,5.8,1,0,0.2,0,1,0,0.2,0
"ჩაი მცენარეული ""პრინცესა იავა"" კარკადე",0,0.08,0,0,4.9,2,0,0.5,0.1,1.6,0,0.4,0.08
"ცხელი შოკოლადი ""მაკ შოკოლადი""",0,0.02,0,0,0.6,400,20,65,5,80,4,13,1
"კაკაო ""ნესქვიკ""",0,0.2,0,0,10.95,380,4,82,7,760,8,164,14
"კაკაო ""მიქს ფიქს""",0,0.175,0,0,5.25,390,5,78,6,682.5,8.75,136.5,10.5
"ყავა ხსნადი ""იაკობსი"" მონარქი + ""PICKWICK"" შავი ჩაი ორიგინალი",0,0.135,0,0,26.4,102,0.1,10.5,14.2,137.7,0.135,14.175,19.17
"პური თეთრი ""იფქლი დიღომი"" უსაფუარო",0,0.52,0,0,1.8,260,1.2,52,8.5,1352,6.24,270.4,44.2
"პური თეთრი ""იფქლი დიღომი""",0,0.53,0,0,1.3,265,1,55,8,1404.5,5.3,291.5,42.4
"პური ""მარა"" ბერძნული ლავაში",0,0.48,0,0,1.4,270,2,58,7.5,1296,9.6,278.4,36
"პური თეთრი ""იფქლი დიღომი"" დაჭრილი",0,0.53,0,0,1.5,255,1.5,54,8.2,1351.5,7.95,286.2,43.46
"პური თეთრი ""იფქლი დიღომი"" თბილისური დაჭრილი",0,0.5,0,0,1.8,250,1,56,8,1250,5,280,40
"პური თეთრი ""იფქლი დიღომი"" აგური ხორბლის ალაო",0,0.45,0,0,1.4,240,0.8,58,7.8,1080,3.6,261,35.1
"პური თეთრი ""იფქლი დიღომი"" რძიანი დაჭრილი",0,0.45,0,0,2.5,270,2.5,53,8.5,1215,11.25,238.5,38.25
"პური თეთრი ""თბილისური"" მრგვალი",0,0.5,0,0,1.7,260,1.8,55,8,1300,9,275,40
"პური თეთრი ""იფქლი დიღომი"" დიღმის პური",0,0.41,0,0,1.1,265,1.2,54,8.2,1086.5,4.92,221.4,33.62
"პური ჭვავის ""იფქლი დიღომი"" მოხარშული ალაო 0%",0,0.3,0,0,1.2,220,0.5,48,6.5,660,1.5,144,19.5
"პური ქატოსი ""იფქლი დიღომი"" მოხარშული",0,0.3,0,0,1.25,210,0.8,42,7,630,2.4,126,21
"პური შავი ""იფქლი დიღომი"" მოხარშული აგური",0,0.35,0,0,1.45,235,1,46,6.8,822.5,3.5,161,23.8
"პური შავი ""იფქლი დიღომი"" დაჭრილი",0,0.51,0,0,1.5,235,1,46,6.8,1198.5,5.1,234.6,34.68
"პური ""იფქლი დიღომი"" ცეხვილი",0,0.51,0,0,1.4,240,1.2,48,7,1224,6.12,244.8,35.7
პური შვრიის „პური“,0,0.3,0,0,1.2,230,0.8,45,6.5,690,2.4,135,19.5
"პური ჭვავის ""ლიტვური საცხობი"" პრემიუმ კლასი მზესუმზირით",0,0.37,0,0,3.5,250,2,50,7.5,925,7.4,185,27.75
"პური ჭვავის ""თბილპური"" 0%",0,0.34,0,0,1.1,220,0.5,48,5.5,748,1.7,163.2,18.7
"პური ჭვავის ""იფქლი დიღომი"" რაიბროტი",0,0.35,0,0,2.5,215,0.7,42,6,752.5,2.45,147,21
"პური ""იფქლი დიღომი"" ქლიავის ჩირით",0,0.35,0,0,4.45,280,6,48,9,980,21,168,31.5
"პური ""იფქლი დიღომი"" მზესუმზირით",0,0.4,0,0,3.95,270,5,52,8,1080,20,208,32
"პური სელის ""თბილპური"" დაჭრილი",0,0.5,0,0,1.6,245,1.5,56,6.5,1225,7.5,280,32.5
"პური ""იფქლი დიღომი"" მოხარშული ჭვავის ბარონი",0,0.4,0,0,3,225,0.8,44,7,900,3.2,176,28
"პური ჭვავის ""ლიტვური საცხობი"" სვეიკატა 0%",0,0.375,0,0,2.25,210,0.6,40,6.2,787.5,2.25,150,23.25
"პური ჭვავის ""ლიტვური საცხობი"" სვეიკატა 0%",0,0.75,0,0,4.5,210,0.6,40,6.2,1575,4.5,300,46.5
"პური დიეტური ""ამარანტი""",0,0.35,0,0,1.6,200,1,38,6,700,3.5,133,21
"პური დიაბეტური ""ამარანტი""",0,0.35,0,0,1.6,190,0.8,35,5.5,665,2.8,122.5,19.25
"პური დიაბეტური ""იფქლი დიღომი"" დიაპური",0,0.3,0,0,1.2,195,0.5,36,5.8,585,1.5,108,17.4
"პური ტოსტის ""ლიტვური საცხობი""",0,0.6,0,0,2.9,270,4,52,7.5,1620,24,312,45
"პური ""ემსიბი"" ჰამბურგერის",0,0.05,0,0,3.75,290,12,38,8,145,6,19,4
"ფუნთუშა ""იფქლი დიღომი"" შოკოლადის და თხილის კრემით",0,0.17,0,0,2.5,380,18,48,6,646,30.6,81.6,10.2
"ფუნთუშა ""იფქლი დიღომი"" შოკოლადის გლაზურით",0,0.25,0,0,2.15,410,22,50,5.5,1025,55,125,13.75
"ფუნთუშა ""იფქლი დიღომი"" კორჟიკი",0,0.14,0,0,1.7,370,15,52,6.5,518,21,72.8,9.1
"ფუნთუშა ""იფქლი დიღომი"" ვაშლის ჯემით",0,0.14,0,0,1.7,360,14,55,5,504,19.6,77,7
"ქადა ""იფქლი დიღომი"" შოკოლადის შიგთავსით",0,0.22,0,0,1.55,420,25,45,4.5,924,55,99,9.9
"ფუნთუშა ""იფქლი დიღომი""",0,0.12,0,0,0.9,340,12,50,6,408,14.4,60,7.2
"ფუნთუშა ""იფქლი დიღომი"" გვირილა სეზამით",0,0.36,0,0,2.5,350,13,48,6.5,1260,46.8,172.8,23.4
"ფუნთუშა ""ლიტვური საცხობი"" კულიჩი",0,0.47,0,0,4.95,390,20,46,7,1833,94,216.2,32.9
"ბლითი ""ბეიქ ჰაუსი""",0,0.08,0,0,3.45,280,8,42,6,224,6.4,33.6,4.8
"ფუნთუშა ""ლიტვური საცხობი"" ქიშმიშით",0,0.2,0,0,2.95,370,16,50,5.5,740,32,100,11
"ფუნთუშა ""ლიტვური საცხობი"" კაკაოთი",0,0.15,0,0,2.95,360,14,52,6,540,21,78,9
"ქადა ""ლიტვური საცხობი""",0,0.33,0,0,3.25,400,20,48,5,1320,66,158.4,16.5
"ქადა ""იფქლი დიღომი""",0,0.3,0,0,1.7,410,22,45,4.5,1230,66,135,13.5
"პური ""ბებოს ლავაში"" ლავაში",0,0.4,0,0,2.6,262,0.1,61.2,8.6,1048,0.4,244.8,34.4
"პური ლავაში ""ბებოს ლავაში"" მრგვალი",0,0.2,0,0,2.45,260,0.1,60,8.8,520,0.2,120,17.6
ორცხობილა ვანილით,0,0.2,0,0,2.2,450,20,62,6,900,40,124,12
ორცხობილა ლიმნით,0,0.2,0,0,2.2,430,18,60,5.5,860,36,120,11
"საფანელი ""მზეთამზე""",0,0.22,0,0,1.45,420,16,65,5,924,35.2,143,11
"ხლებცი ""იამუნა"" ხორბლის",0,0.08,0,0,1.25,380,12,58,6.5,304,9.6,46.4,5.2
"ხლებცი ""იამუნა"" ხორბლის და სიმინდის",0,0.085,0,0,1.15,370,11,60,6,314.5,9.35,51,5.1
"ხლებცი ""იამუნა"" წიწიბურის",0,0.08,0,0,2.35,410,15,62,5.5,328,12,49.6,4.4
"ჩიფსი კარტოფილის ""ჯეკერი"" არაჟანი და ხახვი",0,0.15,0,0,5.95,530,34,50,6,795,51,75,9
"ჩიფსი კარტოფილის ""ლეისი"" კლასიკი",0,0.117,0,0,5.4,520,32,52,6,608.4,37.44,60.84,7.02
"ჩიფსი კარტოფილის ""ლეისი"" არაჟანი და ხახვი",0,0.225,0,0,7.85,535,35,51,6.2,1203.75,78.75,114.75,13.95
"ჩიფსი კარტოფილის ""ლეისი"" ორმაგი ბურგერის",0,0.1,0,0,4.95,540,36,49,6.5,540,36,49,6.5
"ჩიფსი კარტოფილის ""ლეისი"" ბარბექიუს სოუსი",0,0.05,0,0,2.3,545,37,48,6.3,272.5,18.5,24,3.15
"ჩიფსი კარტოფილის ""ლეისი"" STAX არაჟნის და ხახვის",0,0.14,0,0,9.95,550,38,47,6.8,770,53.2,65.8,9.52
"ჩიფსი კარტოფილის ""ლეისი"" ყველის",0,0.14,0,0,5.4,528,33,51,6.4,739.2,46.2,71.4,8.96
"ჩიფსი კარტოფილის ""ლეისი"" პიცის და 4 ყველის",0,0.1,0,0,4.95,542,36.5,48.5,7,542,36.5,48.5,7
"ჩიფსი კარტოფილის ""ლეისი"" ყველის სოუსი",0,0.05,0,0,2.3,535,35,49,6.5,267.5,17.5,24.5,3.25
"ჩიფსი კარტოფილის ""ფრიქსი"" აჯიკის გემოთი",0,0.06,0,0,2.85,525,32.5,52.5,6.2,315,19.5,31.5,3.72
"ჩიფსი კარტოფილის ""ლეისი"" რიდჯი პაპრიკა",0,0.14,0,0,5.4,532,34.5,50.5,6.3,744.8,48.3,70.7,8.82
"ჩიფსი სიმინდის ""დორიტოსი"" აკილი",0,0.13,0,0,5,545,28,60,7,708.5,36.4,78,9.1
"ჩიფსი კარტოფილის ""ფრიქსი"" აჯიკის გემოთი",0,0.12,0,0,4.45,525,32.5,52.5,6.2,630,39,63,7.44
"ჩიფსი კარტოფილის ""ლეისი"" პაპრიკა",0,0.155,0,0,5.4,530,34,51,6,821.5,52.7,79.05,9.3
"ჩიფსი კარტოფილის ""ფრიქსი"" ბარბექიუს გემოთი",0,0.06,0,0,2.85,540,36,49,6.5,324,21.6,29.4,3.9
"ჩიფსი კარტოფილის ""ფრიქსი"" ბარბექიუს გემოთი",0,0.12,0,0,4.45,540,36,49,6.5,648,43.2,58.8,7.8
"ჩიფსი კარტოფილის ""ლეისი"" რიბეის სტეიკი წიწაკის სოუსისი",0,0.14,0,0,5.4,550,38,47,6.8,770,53.2,65.8,9.52
"ჩიფსი კარტოფილის ""ლეისი"" STAX შემწვარი ნეკნების",0,0.14,0,0,9.95,555,39,46,7,777,54.6,64.4,9.8
"მარილიანი ჩხირი ""ქრაქსი"" წიწაკით",0,0.123,0,0,2.95,480,25,58,8,590.4,30.75,71.34,9.84
"პურის ორცხობილა ბრუსკეტი ""მარეტი"" ყველის",0,0.14,0,0,6.75,440,20,55,9,616,28,77,12.6
"პურის ორცხობილა ბრუსკეტი ""მარეტი"" პომიდორი, ზეთისხილი და ორეგანო",0,0.14,0,0,6.75,450,22,54,8.5,630,30.8,75.6,11.9
"მარილიანი ჩხირი ""ქრაქსი"" სეზამის მარცვლებით",0,0.11,0,0,2.95,475,28,56,7.5,522.5,30.8,61.6,8.25
"კრეკერი ""მაკი"" ყაყაჩოს მარცვლებით",0,0.3,0,0,4,460,24,60,8.2,1380,72,180,24.6
"მზესუმზირა ""ოკერ"" მოხალული",0,0.18,0,0,2.99,580,48,32,14,1044,86.4,57.6,25.2
"მზესუმზირა ""ოკერ"" მოხალული მარილით",0,0.15,0,0,2.99,585,49,30,14.5,877.5,73.5,45,21.75
"სიმინდის ბურბუშელა ""აპაჩი""",0,0.085,0,0,1.95,490,25,62,6.5,416.5,21.25,52.7,5.525
"ჩიფსი სიმინდის ""დორიტოსი"" ტაგო",0,0.07,0,0,3.2,540,30,60,7,378,21,42,4.9
"ჩიფსი სიმინდის ""დორიტოსი"" ნაჩო",0,0.07,0,0,3.2,545,31,59,7.2,381.5,21.7,41.3,5.04
"ჩიფსი კარტოფილის ""ლეისი"" კლასიკი",0,0.067,0,0,3.2,520,32,52,6,348.4,21.44,34.84,4.02
"ორცხობილა ""აპაჩე"" ყველის გემოთი",0,0.035,0,0,0.79,470,23,64,7.5,164.5,8.05,22.4,2.625
"მარილიანი ჩხირი ""რამკო""",0,0.03,0,0,0.5,490,26,58,8,147,7.8,17.4,2.4
"ორცხობილა ""აპაჩე"" მწვადის გემოთი",0,0.035,0,0,1,465,22,66,7.8,162.75,7.7,23.1,2.73
"ორცხობილა ""ტუკი"" ყველის გემოთი",0,0.1,0,0,4.5,455,21,65,7.5,455,21,65,7.5
"მარილიანი ჩხირი ""რამკო""",0,0.2,0,0,2.3,490,26,58,8,980,52,116,16
"მარილიანი ჩხირი ""პინაკი""",0,0.1,0,0,1.5,485,25,59,8.2,485,25,59,8.2
"მარილიანი ჩხირი ""ნეფისი""",0,0.25,0,0,4.5,495,27,57,7.8,1237.5,67.5,142.5,19.5
"ნახმი ""ფლორა""",0,0.3,0,0,3.35,380,18,45,5,1140,54,135,15
"ბრეცელი ""ნეფისი""",0,0.25,0,0,4.5,475,24,60,8,1187.5,60,150,20
"ტკბილი ჩხირი ""რამკო""",0,0.2,0,0,2.4,430,18,62,7,860,36,124,14
"კრეკერი ""კროკო"" მარილიანი",0,0.1,0,0,2.49,460,22,65,7.5,460,22,65,7.5
"კრეკერი პიცის არომატით ""კროკო""",0,0.1,0,0,3.2,470,23,64,7.8,470,23,64,7.8
"მარილიანი ჩხირი ""კროკო"" გრძელი",0,0.25,0,0,5.5,485,25,59,8.2,1212.5,62.5,147.5,20.5
"კრეკერისა და ბრეცელის მიქსი ""კროკო""",0,0.25,0,0,5.5,480,24.5,60.5,8,1200,61.25,151.25,20
"კრეკერი ""მხიარული ცხოველები"" ტკბილი",0,0.4,0,0,5,440,20,55,6.5,1760,80,220,26
"ჩიფსი კარტოფილის ""ჯეკერი"" ყველის",0,0.15,0,0,5.95,528,33,51,6.4,792,49.5,76.5,9.6
"მზესუმზირა ""მასტერ ჟარკი"" მოხალული",0,0.14,0,0,1.99,580,48,32,14,812,67.2,44.8,19.6
"მზესუმზირა ""ჯინი"" მოხალული",0,0.14,0,0,3.6,580,48,32,14,812,67.2,44.8,19.6
"მზესუმზირა ""ჯინი"" მოხალული მარილით",0,0.14,0,0,3.6,585,49,30,14.5,819,68.6,42,20.3
"ჩიფსი კარტოფილის ""ჯეკერი"" ცხარე და პიკანტური",0,0.15,0,0,5.95,535,35,49,6.5,802.5,52.5,73.5,9.75
"ჩიფსი კარტოფილის ""ლეისი"" პაპრიკა",0,0.037,0,0,1.75,530,34,51,6,196.1,12.58,18.87,2.22
"ჩიფსი სიმინდის ""დორიტოსი"" ტაგო",0,0.13,0,0,5,540,30,60,7,702,39,78,9.1
"ჩიფსი კარტოფილის ""ლეისი"" პაპრიკა",0,0.067,0,0,3.2,530,34,51,6,355.1,22.78,34.17,4.02
"ჩიფსი კარტოფილის ""ლეისი"" პაპრიკა",0,0.225,0,0,7.85,530,34,51,6,1192.5,76.5,114.75,13.5
"ჩირი ""აგროფაი"" გარგარის",0,0.24,0,0,12.95,350,2,75,5,840,4.8,180,12
"მიწის თხილი ""პინაკი"" ნაჭუჭში",0,0.08,0,0,2.95,600,52,14,25,480,41.6,11.2,20
"ფისტაშკა ""ბირკა""",0,0.08,0,0,5.4,570,45,20,20,456,36,16,16
ნიგოზი,0,0.3,0,0,7.95,620,55,12,18,1860,165,36,54
"მიწის თხილი ""ოლა!"" მოხალული მარილიანი",0,0.12,0,0,3.2,595,51,15,24,714,61.2,18,28.8
"სიმინდის ბურბუშელა ""ჩიტოსი"" კეტჩუპის",0,0.05,0,0,1.95,490,25,62,6.5,245,12.5,31,3.25
